datapath_id,version,header_length,tos,total_length,flags,offset,ttl,proto,csum,src_ip,dst_ip,src_port,dst_port,tcp_flag,type_icmp,code_icmp,csum_icmp,port_no,rx_bytes_ave,rx_error_ave,rx_dropped_ave,tx_bytes_ave,tx_error_ave,tx_dropped_ave,label
1,4,5,0,40,0,0,250,6,47008,67.47.187.251,10.0.0.4,141,80,2,8,199,63268,1,44,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,17447,70.64.44.100,10.0.0.4,198,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,20515,4.222.97.202,10.0.0.4,158,80,2,8,199,63268,1,44,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,4047,253.131.169.120,10.0.0.4,679,80,2,8,199,63268,1,43,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,11105,73.29.66.77,10.0.0.4,937,80,2,8,199,63268,1,46,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,26425,111.135.224.10,10.0.0.4,427,80,2,8,199,63268,1,44,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,31397,210.79.105.214,10.0.0.4,305,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,27170,72.147.4.22,10.0.0.4,738,80,2,8,199,63268,1,42,0,0,116,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,55757,74.160.146.93,10.0.0.4,445,80,2,8,199,63268,1,44,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,48511,56.115.192.216,10.0.0.4,170,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,25519,95.9.244.18,10.0.0.4,1014,80,2,8,199,63268,1,43,0,0,116,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,57295,75.202.139.49,10.0.0.4,245,80,2,8,199,63268,1,43,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,59132,178.68.29.138,10.0.0.4,1,80,2,8,199,63268,1,42,0,0,116,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,18234,75.90.36.55,10.0.0.4,948,80,2,8,199,63268,1,46,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,41194,248.60.29.164,10.0.0.4,212,80,2,8,199,63268,1,46,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,56884,101.110.115.40,10.0.0.4,781,80,2,8,199,63268,1,44,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,25693,56.63.26.47,10.0.0.4,650,80,2,8,199,63268,1,44,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,49349,142.42.103.219,10.0.0.4,1008,80,2,8,199,63268,1,44,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,31362,24.25.36.48,10.0.0.4,122,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,25410,5.186.77.207,10.0.0.4,85,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,56620,197.108.20.50,10.0.0.4,457,80,2,8,199,63268,1,43,0,0,116,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,40358,148.203.132.89,10.0.0.4,99,80,2,8,199,63268,1,42,0,0,116,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,20575,76.69.26.39,10.0.0.4,375,80,2,8,199,63268,1,46,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,48369,149.172.100.45,10.0.0.4,708,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,49224,120.135.125.251,10.0.0.4,186,80,2,8,199,63268,1,42,0,0,116,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,12781,219.243.168.234,10.0.0.4,282,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,48490,25.243.223.109,10.0.0.4,784,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,56107,156.129.63.30,10.0.0.4,610,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,18892,153.217.211.37,10.0.0.4,182,80,2,8,199,63268,1,42,0,0,116,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,26966,28.208.48.165,10.0.0.4,300,80,2,8,199,63268,1,43,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,41613,39.40.237.21,10.0.0.4,662,80,2,8,199,63268,1,46,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,25958,225.250.111.106,10.0.0.4,802,80,2,8,199,63268,1,44,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,481,121.139.59.95,10.0.0.4,810,80,2,8,199,63268,1,44,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,39124,31.204.254.42,10.0.0.4,199,80,2,8,199,63268,1,43,0,0,116,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,23238,9.211.82.50,10.0.0.4,471,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,6565,88.159.68.135,10.0.0.4,1010,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,64311,171.163.15.240,10.0.0.4,215,80,2,8,199,63268,1,44,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,2000,132.105.42.146,10.0.0.4,834,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,39663,5.199.22.21,10.0.0.4,426,80,2,8,199,63268,1,42,0,0,116,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,5136,200.4.218.182,10.0.0.4,576,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,50307,165.240.76.87,10.0.0.4,495,80,2,8,199,63268,1,46,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,61915,246.57.206.181,10.0.0.4,207,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,60427,157.97.45.94,10.0.0.4,143,80,2,8,199,63268,1,46,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,16801,119.100.253.197,10.0.0.4,28,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,33645,18.111.32.239,10.0.0.4,235,80,2,8,199,63268,1,46,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,5306,77.64.84.209,10.0.0.4,743,80,2,8,199,63268,1,43,0,0,116,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,22301,202.235.148.194,10.0.0.4,680,80,2,8,199,63268,1,42,0,0,116,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,25898,244.77.93.83,10.0.0.4,130,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,28066,145.254.183.42,10.0.0.4,686,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,59994,244.70.216.41,10.0.0.4,171,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,36647,20.121.19.43,10.0.0.4,553,80,2,8,199,63268,1,46,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,32867,60.159.249.200,10.0.0.4,593,80,2,8,199,63268,1,46,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,55282,244.225.233.246,10.0.0.4,992,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,37956,5.240.28.151,10.0.0.4,302,80,2,8,199,63268,1,46,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,9412,246.128.155.134,10.0.0.4,702,80,2,8,199,63268,1,43,0,0,116,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,14331,30.130.96.78,10.0.0.4,878,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,16064,63.18.56.249,10.0.0.4,334,80,2,8,199,63268,1,44,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,25942,161.182.175.190,10.0.0.4,873,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,44214,217.250.48.26,10.0.0.4,827,80,2,8,199,63268,1,43,0,0,116,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,7886,115.227.36.26,10.0.0.4,599,80,2,8,199,63268,1,44,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,40723,49.148.230.35,10.0.0.4,38,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,32905,251.92.58.229,10.0.0.4,550,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,53361,100.112.129.233,10.0.0.4,373,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,42514,247.236.24.204,10.0.0.4,734,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,55628,234.136.242.245,10.0.0.4,321,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,58649,65.236.143.197,10.0.0.4,1,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,50514,190.60.51.60,10.0.0.4,599,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,34238,57.115.247.153,10.0.0.4,729,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,3591,202.223.221.228,10.0.0.4,803,80,2,8,199,63268,1,46,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,60199,174.109.29.54,10.0.0.4,864,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,42150,77.135.196.157,10.0.0.4,975,80,2,8,199,63268,1,42,0,0,116,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,34273,22.29.26.205,10.0.0.4,11,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,5035,124.14.39.18,10.0.0.4,1016,80,2,8,199,63268,1,44,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,17829,160.209.208.84,10.0.0.4,812,80,2,8,199,63268,1,46,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,53683,131.71.97.208,10.0.0.4,4,80,2,8,199,63268,1,44,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,47205,34.93.220.8,10.0.0.4,776,80,2,8,199,63268,1,43,0,0,116,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,19788,248.100.113.26,10.0.0.4,529,80,2,8,199,63268,1,46,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,62600,76.233.117.89,10.0.0.4,414,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,4027,186.14.237.1,10.0.0.4,762,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,60523,121.59.81.36,10.0.0.4,219,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,9376,33.66.112.233,10.0.0.4,347,80,2,8,199,63268,1,46,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,11115,39.44.100.52,10.0.0.4,913,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,55336,224.231.253.186,10.0.0.4,777,80,2,8,199,63268,1,44,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,59168,3.157.204.13,10.0.0.4,490,80,2,8,199,63268,1,44,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,9188,251.102.151.128,10.0.0.4,164,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,38491,130.163.157.204,10.0.0.4,796,80,2,8,199,63268,1,42,0,0,116,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,17694,162.199.206.229,10.0.0.4,661,80,2,8,199,63268,1,44,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,41450,129.137.147.87,10.0.0.4,323,80,2,8,199,63268,1,46,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,58711,19.47.190.68,10.0.0.4,528,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,46844,185.190.70.16,10.0.0.4,596,80,2,8,199,63268,1,43,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,9627,235.188.165.115,10.0.0.4,440,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,36723,29.34.10.54,10.0.0.4,923,80,2,8,199,63268,1,46,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,39867,181.194.101.77,10.0.0.4,524,80,2,8,199,63268,1,44,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,48905,115.106.132.87,10.0.0.4,644,80,2,8,199,63268,1,44,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,26192,120.80.216.42,10.0.0.4,731,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,30805,203.229.114.144,10.0.0.4,540,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,53660,34.149.194.153,10.0.0.4,372,80,2,8,199,63268,1,46,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,24020,28.13.60.234,10.0.0.4,204,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,6172,179.183.234.247,10.0.0.4,561,80,2,8,199,63268,1,43,0,0,116,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,55646,231.54.246.53,10.0.0.4,364,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,21241,230.138.125.71,10.0.0.4,569,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,41516,93.43.183.115,10.0.0.4,899,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,37702,28.168.6.221,10.0.0.4,961,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,11903,83.254.52.78,10.0.0.4,735,80,2,8,199,63268,1,44,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,10494,106.15.35.190,10.0.0.4,785,80,2,8,199,63268,1,42,0,0,116,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,45216,184.90.77.208,10.0.0.4,553,80,2,8,199,63268,1,43,0,0,116,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,2154,163.9.11.88,10.0.0.4,78,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,49015,111.111.135.228,10.0.0.4,486,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,63954,37.204.151.44,10.0.0.4,944,80,2,8,199,63268,1,44,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,28014,59.37.14.56,10.0.0.4,591,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,43974,34.165.232.95,10.0.0.4,205,80,2,8,199,63268,1,43,0,0,116,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,7424,182.179.227.23,10.0.0.4,836,80,2,8,199,63268,1,46,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,7398,246.177.163.51,10.0.0.4,487,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,32035,97.192.215.231,10.0.0.4,193,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,20181,168.90.191.155,10.0.0.4,159,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,52709,140.234.91.251,10.0.0.4,921,80,2,8,199,63268,1,42,0,0,116,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,8423,223.118.182.109,10.0.0.4,370,80,2,8,199,63268,1,43,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,58604,162.157.47.65,10.0.0.4,397,80,2,8,199,63268,1,44,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,24202,23.206.64.115,10.0.0.4,342,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,39555,12.33.16.39,10.0.0.4,405,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,7866,153.41.254.231,10.0.0.4,768,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,56810,126.201.90.23,10.0.0.4,670,80,2,8,199,63268,1,46,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,16654,157.174.216.14,10.0.0.4,489,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,20949,242.128.114.117,10.0.0.4,323,80,2,8,199,63268,1,42,0,0,116,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,27436,143.68.188.90,10.0.0.4,376,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,10269,220.149.178.24,10.0.0.4,178,80,2,8,199,63268,1,42,0,0,116,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,4540,232.159.188.111,10.0.0.4,290,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,14360,163.25.219.153,10.0.0.4,278,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,27589,58.174.16.88,10.0.0.4,188,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,44261,130.26.135.203,10.0.0.4,182,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,29416,27.114.40.113,10.0.0.4,520,80,2,8,199,63268,1,43,0,0,116,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,51757,98.76.138.81,10.0.0.4,899,80,2,8,199,63268,1,42,0,0,116,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,23421,149.176.197.157,10.0.0.4,685,80,2,8,199,63268,1,46,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,10670,132.147.8.138,10.0.0.4,233,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,48212,221.125.28.249,10.0.0.4,377,80,2,8,199,63268,1,43,0,0,116,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,2679,167.39.5.45,10.0.0.4,291,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,38946,239.15.47.153,10.0.0.4,539,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,11793,128.21.8.165,10.0.0.4,580,80,2,8,199,63268,1,46,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,18782,107.90.2.19,10.0.0.4,292,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,34715,96.78.206.225,10.0.0.4,799,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,19464,176.61.186.133,10.0.0.4,345,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,15203,203.15.176.88,10.0.0.4,963,80,2,8,199,63268,1,44,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,51495,140.253.96.166,10.0.0.4,827,80,2,8,199,63268,1,46,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,49753,93.70.151.43,10.0.0.4,558,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,18845,16.19.93.27,10.0.0.4,673,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,42900,153.214.117.96,10.0.0.4,960,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,25891,21.8.60.160,10.0.0.4,136,80,2,8,199,63268,1,46,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,45798,117.189.142.39,10.0.0.4,605,80,2,8,199,63268,1,44,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,42505,210.144.62.49,10.0.0.4,699,80,2,8,199,63268,1,44,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,38127,222.117.67.102,10.0.0.4,883,80,2,8,199,63268,1,43,0,0,116,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,64640,47.16.139.58,10.0.0.4,646,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,55591,136.73.85.90,10.0.0.4,246,80,2,8,199,63268,1,46,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,43026,248.241.21.199,10.0.0.4,927,80,2,8,199,63268,1,44,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,44785,130.54.133.163,10.0.0.4,149,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,30785,15.2.47.136,10.0.0.4,163,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,62270,190.27.5.113,10.0.0.4,130,80,2,8,199,63268,1,46,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,39882,62.99.220.157,10.0.0.4,214,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,62823,158.170.34.185,10.0.0.4,984,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,40511,50.71.230.68,10.0.0.4,188,80,2,8,199,63268,1,46,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,36721,5.188.33.158,10.0.0.4,492,80,2,8,199,63268,1,46,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,14355,134.200.247.239,10.0.0.4,945,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,46688,54.68.202.38,10.0.0.4,389,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,10237,57.8.85.198,10.0.0.4,444,80,2,8,199,63268,1,46,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,36106,129.177.168.15,10.0.0.4,912,80,2,8,199,63268,1,42,0,0,116,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,35296,171.148.129.86,10.0.0.4,87,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,13292,117.148.13.75,10.0.0.4,463,80,2,8,199,63268,1,43,0,0,116,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,442,60.43.120.230,10.0.0.4,510,80,2,8,199,63268,1,46,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,43475,83.140.185.107,10.0.0.4,365,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,45437,37.193.223.140,10.0.0.4,744,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,55483,140.81.81.190,10.0.0.4,36,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,4992,73.33.90.42,10.0.0.4,390,80,2,8,199,63268,1,43,0,0,116,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,25609,119.200.218.249,10.0.0.4,414,80,2,8,199,63268,1,43,0,0,116,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,25074,180.70.160.146,10.0.0.4,579,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,64955,175.239.9.32,10.0.0.4,258,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,11558,222.31.171.133,10.0.0.4,593,80,2,8,199,63268,1,42,0,0,116,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,36652,60.244.234.170,10.0.0.4,313,80,2,8,199,63268,1,44,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,59978,70.249.133.135,10.0.0.4,23,80,2,8,199,63268,1,44,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,1729,157.86.18.180,10.0.0.4,796,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,59289,141.61.65.244,10.0.0.4,122,80,2,8,199,63268,1,46,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,30438,41.45.22.184,10.0.0.4,162,80,2,8,199,63268,1,43,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,22300,97.156.254.18,10.0.0.4,575,80,2,8,199,63268,1,46,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,33899,215.53.91.42,10.0.0.4,412,80,2,8,199,63268,1,45,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,13755,82.116.46.156,10.0.0.4,333,80,2,8,199,63268,1,44,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,3657,224.127.200.2,10.0.0.4,569,80,2,8,199,63268,1,46,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,49281,5.52.241.21,10.0.0.4,254,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,12351,114.71.20.69,10.0.0.4,163,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,41466,142.45.134.163,10.0.0.4,48,80,2,8,199,63268,1,47,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,12297,182.174.208.19,10.0.0.4,995,80,2,8,199,63268,1,44,0,0,115,0,0,DDOS_TCP
1,4,5,0,40,0,0,250,6,47275,145.95.108.192,10.0.0.4,180,80,2,8,199,63268,1,43,0,0,116,0,0,DDOS_TCP
